date,city,PM_China,PM_US Post
2013-3-9,Beijing,8.666666666666666,12.0
2013-3-9,Beijing,10.333333333333334,12.0
2013-3-10,Beijing,7.0,15.0
2013-3-10,Beijing,12.0,18.0
2013-3-10,Beijing,18.666666666666668,20.0
2013-3-10,Beijing,17.333333333333332,18.0
2013-3-10,Beijing,29.333333333333332,22.0
2013-3-10,Beijing,29.333333333333332,27.0
2013-3-10,Beijing,31.0,26.0
2013-3-10,Beijing,30.0,27.0
2013-3-10,Beijing,26.333333333333332,29.0
2013-3-10,Beijing,25.333333333333332,27.0
2013-3-10,Beijing,33.0,33.0
2013-3-10,Beijing,30.0,32.0
2013-3-10,Beijing,32.0,33.0
2013-3-10,Beijing,33.333333333333336,35.0
2013-3-10,Beijing,36.333333333333336,33.0
2013-3-10,Beijing,37.333333333333336,37.0
2013-3-10,Beijing,43.333333333333336,42.0
2013-3-10,Beijing,49.666666666666664,59.0
2013-3-10,Beijing,59.0,67.0
2013-3-10,Beijing,73.33333333333333,80.0
2013-3-10,Beijing,71.33333333333333,75.0
2013-3-10,Beijing,81.33333333333333,87.0
2013-3-10,Beijing,80.33333333333333,88.0
2013-3-10,Beijing,80.66666666666667,81.0
2013-3-11,Beijing,92.33333333333333,106.0
2013-3-11,Beijing,97.66666666666667,103.0
2013-3-11,Beijing,104.0,118.0
2013-3-11,Beijing,100.66666666666667,111.0
2013-3-11,Beijing,97.66666666666667,110.0
2013-3-11,Beijing,94.0,102.0
2013-3-11,Beijing,88.33333333333333,94.0
2013-3-11,Beijing,100.0,105.0
2013-3-11,Beijing,104.66666666666667,122.0
2013-3-11,Beijing,121.33333333333333,155.0
2013-3-11,Beijing,128.66666666666666,150.0
2013-3-11,Beijing,99.0,156.0
2013-3-11,Beijing,117.66666666666667,134.0
2013-3-11,Beijing,118.66666666666667,114.0
2013-3-11,Beijing,105.0,114.0
2013-3-11,Beijing,112.33333333333333,120.0
2013-3-11,Beijing,134.33333333333334,153.0
2013-3-11,Beijing,138.0,148.0
2013-3-11,Beijing,143.66666666666666,162.0
2013-3-11,Beijing,160.66666666666666,164.0
2013-3-11,Beijing,161.0,158.0
2013-3-11,Beijing,126.0,117.0
2013-3-11,Beijing,107.66666666666667,108.0
2013-3-11,Beijing,107.66666666666667,114.0
2013-3-12,Beijing,121.66666666666667,135.0
2013-3-12,Beijing,126.66666666666667,131.0
2013-3-12,Beijing,123.0,135.0
2013-3-12,Beijing,126.33333333333333,137.0
2013-3-12,Beijing,128.66666666666666,150.0
2013-3-12,Beijing,136.0,153.0
2013-3-12,Beijing,123.66666666666667,145.0
2013-3-12,Beijing,118.33333333333333,127.0
2013-3-12,Beijing,115.66666666666667,130.0
2013-3-12,Beijing,114.66666666666667,161.0
2013-3-12,Beijing,138.66666666666666,164.0
2013-3-12,Beijing,145.33333333333334,167.0
2013-3-12,Beijing,150.0,148.0
2013-3-12,Beijing,137.0,153.0
2013-3-12,Beijing,125.33333333333333,147.0
2013-3-12,Beijing,125.33333333333333,150.0
2013-3-12,Beijing,136.33333333333334,152.0
2013-3-12,Beijing,135.66666666666666,164.0
2013-3-12,Beijing,138.0,159.0
2013-3-12,Beijing,150.33333333333334,176.0
2013-3-12,Beijing,160.33333333333334,174.0
2013-3-12,Beijing,153.0,194.0
2013-3-12,Beijing,118.66666666666667,114.0
2013-3-12,Beijing,65.0,67.0
2013-3-13,Beijing,22.666666666666668,23.0
2013-3-13,Beijing,8.0,13.0
2013-3-13,Beijing,9.666666666666666,10.0
2013-3-13,Beijing,9.333333333333334,11.0
2013-3-13,Beijing,13.0,17.0
2013-3-13,Beijing,14.0,14.0
2013-3-13,Beijing,14.666666666666666,16.0
2013-3-13,Beijing,14.333333333333334,15.0
2013-3-13,Beijing,13.666666666666666,16.0
2013-3-13,Beijing,16.0,16.0
2013-3-13,Beijing,12.333333333333334,17.0
2013-3-13,Beijing,11.333333333333334,13.0
2013-3-13,Beijing,17.0,10.0
2013-3-13,Beijing,13.666666666666666,14.0
2013-3-13,Beijing,11.333333333333334,12.0
2013-3-13,Beijing,10.666666666666666,15.0
2013-3-13,Beijing,15.666666666666666,16.0
2013-3-13,Beijing,24.666666666666668,23.0
2013-3-13,Beijing,34.333333333333336,37.0
2013-3-13,Beijing,36.666666666666664,38.0
2013-3-13,Beijing,30.666666666666668,30.0
2013-3-13,Beijing,35.0,34.0
2013-3-13,Beijing,41.0,48.0
2013-3-13,Beijing,66.66666666666667,71.0
2013-3-14,Beijing,70.33333333333333,82.0
2013-3-14,Beijing,64.66666666666667,77.0
2013-3-14,Beijing,68.33333333333333,83.0
2013-3-14,Beijing,67.0,92.0
2013-3-14,Beijing,78.66666666666667,84.0
2013-3-14,Beijing,66.0,84.0
2013-3-14,Beijing,67.33333333333333,75.0
2013-3-14,Beijing,89.33333333333333,92.0
2013-3-14,Beijing,99.66666666666667,92.0
2013-3-14,Beijing,110.66666666666667,112.0
2013-3-14,Beijing,113.66666666666667,124.0
2013-3-14,Beijing,102.66666666666667,122.0
2013-3-14,Beijing,92.66666666666667,109.0
2013-3-14,Beijing,92.0,111.0
2013-3-14,Beijing,99.0,121.0
2013-3-14,Beijing,103.33333333333333,128.0
2013-3-14,Beijing,105.66666666666667,127.0
2013-3-14,Beijing,106.66666666666667,126.0
2013-3-14,Beijing,114.33333333333333,136.0
2013-3-14,Beijing,149.0,165.0
2013-3-14,Beijing,154.66666666666666,182.0
2013-3-14,Beijing,156.33333333333334,182.0
2013-3-15,Beijing,167.66666666666666,195.0
2013-3-15,Beijing,184.66666666666666,205.0
2013-3-15,Beijing,192.0,217.0
2013-3-15,Beijing,202.33333333333334,226.0
2013-3-15,Beijing,204.0,220.0
2013-3-15,Beijing,195.33333333333334,197.0
2013-3-15,Beijing,177.33333333333334,187.0
2013-3-15,Beijing,165.33333333333334,174.0
2013-3-15,Beijing,159.66666666666666,181.0
2013-3-15,Beijing,160.0,192.0
2013-3-15,Beijing,224.66666666666666,254.0
2013-3-15,Beijing,246.66666666666666,271.0
2013-3-15,Beijing,277.0,302.0
2013-3-15,Beijing,251.66666666666666,294.0
2013-3-15,Beijing,249.0,280.0
2013-3-15,Beijing,264.6666666666667,294.0
2013-3-15,Beijing,259.0,302.0
2013-3-15,Beijing,276.0,324.0
2013-3-15,Beijing,282.3333333333333,315.0
2013-3-15,Beijing,287.6666666666667,328.0
2013-3-15,Beijing,289.0,355.0
2013-3-15,Beijing,353.6666666666667,405.0
2013-3-16,Beijing,341.6666666666667,347.0
2013-3-16,Beijing,297.0,346.0
2013-3-16,Beijing,293.6666666666667,342.0
2013-3-16,Beijing,294.3333333333333,327.0
2013-3-16,Beijing,290.3333333333333,332.0
2013-3-16,Beijing,291.0,328.0
2013-3-16,Beijing,302.0,325.0
2013-3-16,Beijing,295.0,315.0
2013-3-16,Beijing,275.3333333333333,295.0
2013-3-16,Beijing,240.0,239.0
2013-3-16,Beijing,206.66666666666666,212.0
2013-3-16,Beijing,180.66666666666666,214.0
2013-3-16,Beijing,207.66666666666666,215.0
2013-3-16,Beijing,186.0,208.0
2013-3-16,Beijing,183.66666666666666,229.0
2013-3-16,Beijing,216.66666666666666,235.0
2013-3-16,Beijing,190.0,199.0
2013-3-16,Beijing,193.66666666666666,251.0
2013-3-16,Beijing,222.0,280.0
2013-3-16,Beijing,240.33333333333334,250.0
2013-3-16,Beijing,201.0,205.0
2013-3-16,Beijing,192.66666666666666,202.0
2013-3-16,Beijing,175.33333333333334,204.0
2013-3-17,Beijing,165.66666666666666,216.0
2013-3-17,Beijing,201.0,221.0
2013-3-17,Beijing,206.0,227.0
2013-3-17,Beijing,209.0,235.0
2013-3-17,Beijing,213.0,236.0
2013-3-17,Beijing,204.66666666666666,232.0
2013-3-17,Beijing,199.33333333333334,258.0
2013-3-17,Beijing,216.0,273.0
2013-3-17,Beijing,231.33333333333334,287.0
2013-3-17,Beijing,251.66666666666666,316.0
2013-3-17,Beijing,284.3333333333333,337.0
2013-3-17,Beijing,317.0,359.0
2013-3-17,Beijing,348.3333333333333,394.0
2013-3-17,Beijing,361.6666666666667,393.0
2013-3-17,Beijing,375.3333333333333,402.0
2013-3-17,Beijing,376.6666666666667,400.0
2013-3-17,Beijing,362.3333333333333,422.0
2013-3-17,Beijing,370.6666666666667,429.0
2013-3-17,Beijing,407.3333333333333,480.0
2013-3-17,Beijing,441.3333333333333,512.0
2013-3-17,Beijing,474.6666666666667,541.0
2013-3-17,Beijing,494.0,498.0
2013-3-18,Beijing,467.6666666666667,517.0
2013-3-18,Beijing,372.0,246.0
2013-3-18,Beijing,145.66666666666666,39.0
2013-3-18,Beijing,39.666666666666664,14.0
2013-3-18,Beijing,23.666666666666668,15.0
2013-3-18,Beijing,12.0,10.0
2013-3-18,Beijing,7.666666666666667,13.0
2013-3-18,Beijing,6.0,9.0
2013-3-18,Beijing,4.0,13.0
2013-3-18,Beijing,3.0,10.0
2013-3-18,Beijing,4.0,7.0
2013-3-18,Beijing,9.333333333333334,6.0
2013-3-18,Beijing,10.333333333333334,9.0
2013-3-18,Beijing,9.0,10.0
2013-3-18,Beijing,12.666666666666666,19.0
2013-3-18,Beijing,13.333333333333334,14.0
2013-3-18,Beijing,9.333333333333334,22.0
2013-3-18,Beijing,21.0,25.0
2013-3-18,Beijing,73.66666666666667,87.0
2013-3-18,Beijing,47.0,49.0
2013-3-18,Beijing,34.0,36.0
2013-3-18,Beijing,23.666666666666668,30.0
2013-3-18,Beijing,23.666666666666668,35.0
2013-3-18,Beijing,23.333333333333332,30.0
2013-3-19,Beijing,17.0,33.0
2013-3-19,Beijing,16.666666666666668,34.0
2013-3-19,Beijing,22.0,36.0
2013-3-19,Beijing,14.333333333333334,25.0
2013-3-19,Beijing,12.0,23.0
2013-3-19,Beijing,12.333333333333334,22.0
2013-3-19,Beijing,12.333333333333334,34.0
2013-3-19,Beijing,28.666666666666668,34.0
2013-3-19,Beijing,43.0,48.0
2013-3-19,Beijing,39.333333333333336,59.0
2013-3-19,Beijing,51.333333333333336,68.0
2013-3-19,Beijing,49.0,69.0
2013-3-19,Beijing,48.0,69.0
2013-3-19,Beijing,49.666666666666664,69.0
2013-3-19,Beijing,57.666666666666664,72.0
2013-3-19,Beijing,49.333333333333336,63.0
2013-3-19,Beijing,45.0,57.0
2013-3-19,Beijing,39.666666666666664,41.0
2013-3-19,Beijing,29.0,60.0
2013-3-19,Beijing,55.0,105.0
2013-3-19,Beijing,55.333333333333336,83.0
2013-3-19,Beijing,56.666666666666664,75.0
2013-3-20,Beijing,50.0,62.0
2013-3-20,Beijing,47.666666666666664,53.0
2013-3-20,Beijing,43.0,54.0
2013-3-20,Beijing,42.666666666666664,45.0
2013-3-20,Beijing,32.0,29.0
2013-3-20,Beijing,29.333333333333332,28.0
2013-3-20,Beijing,16.666666666666668,36.0
2013-3-20,Beijing,38.666666666666664,39.0
2013-3-20,Beijing,47.333333333333336,48.0
2013-3-20,Beijing,50.0,63.0
2013-3-20,Beijing,54.666666666666664,56.0
2013-3-20,Beijing,62.0,56.0
2013-3-20,Beijing,34.333333333333336,65.0
2013-3-20,Beijing,32.333333333333336,49.0
2013-3-20,Beijing,48.0,53.0
2013-3-20,Beijing,43.333333333333336,53.0
2013-3-20,Beijing,59.0,63.0
2013-3-20,Beijing,58.333333333333336,70.0
2013-3-20,Beijing,66.33333333333333,91.0
2013-3-20,Beijing,77.0,97.0
2013-3-20,Beijing,86.0,102.0
2013-3-20,Beijing,84.66666666666667,109.0
2013-3-20,Beijing,92.66666666666667,119.0
2013-3-20,Beijing,106.33333333333333,118.0
2013-3-21,Beijing,97.0,114.0
2013-3-21,Beijing,90.66666666666667,98.0
2013-3-21,Beijing,84.66666666666667,91.0
2013-3-21,Beijing,84.33333333333333,94.0
2013-3-21,Beijing,80.33333333333333,97.0
2013-3-21,Beijing,87.33333333333333,108.0
2013-3-21,Beijing,92.0,107.0
2013-3-21,Beijing,85.66666666666667,104.0
2013-3-21,Beijing,90.33333333333333,105.0
2013-3-21,Beijing,114.0,123.0
2013-3-21,Beijing,89.66666666666667,148.0
2013-3-21,Beijing,129.0,164.0
2013-3-21,Beijing,160.33333333333334,173.0
2013-3-21,Beijing,162.0,172.0
2013-3-21,Beijing,173.0,183.0
2013-3-21,Beijing,179.66666666666666,192.0
2013-3-21,Beijing,187.33333333333334,198.0
2013-3-21,Beijing,193.33333333333334,210.0
2013-3-21,Beijing,201.66666666666666,224.0
2013-3-21,Beijing,201.33333333333334,224.0
2013-3-21,Beijing,202.0,224.0
2013-3-21,Beijing,172.33333333333334,211.0
2013-3-21,Beijing,160.33333333333334,210.0
2013-3-21,Beijing,161.33333333333334,209.0
2013-3-22,Beijing,154.0,166.0
2013-3-22,Beijing,127.33333333333333,125.0
2013-3-22,Beijing,111.33333333333333,94.0
2013-3-22,Beijing,144.33333333333334,51.0
2013-3-22,Beijing,85.33333333333333,58.0
2013-3-22,Beijing,72.33333333333333,51.0
2013-3-22,Beijing,58.666666666666664,17.0
2013-3-22,Beijing,54.666666666666664,14.0
2013-3-22,Beijing,132.0,18.0
2013-3-22,Beijing,128.0,17.0
2013-3-22,Beijing,126.66666666666667,66.0
2013-3-22,Beijing,56.0,63.0
2013-3-22,Beijing,56.666666666666664,62.0
2013-3-22,Beijing,68.33333333333333,73.0
2013-3-22,Beijing,70.66666666666667,76.0
2013-3-22,Beijing,59.666666666666664,62.0
2013-3-22,Beijing,65.33333333333333,74.0
2013-3-22,Beijing,71.33333333333333,82.0
2013-3-22,Beijing,66.33333333333333,74.0
2013-3-22,Beijing,68.66666666666667,69.0
2013-3-22,Beijing,60.666666666666664,63.0
2013-3-22,Beijing,60.333333333333336,61.0
2013-3-22,Beijing,56.666666666666664,54.0
2013-3-23,Beijing,52.333333333333336,50.0
2013-3-23,Beijing,51.0,51.0
2013-3-23,Beijing,49.333333333333336,51.0
2013-3-23,Beijing,48.666666666666664,51.0
2013-3-23,Beijing,50.0,52.0
2013-3-23,Beijing,51.0,56.0
2013-3-23,Beijing,50.333333333333336,60.0
2013-3-23,Beijing,58.333333333333336,76.0
2013-3-23,Beijing,67.33333333333333,97.0
2013-3-23,Beijing,78.33333333333333,86.0
2013-3-23,Beijing,84.0,88.0
2013-3-23,Beijing,86.66666666666667,91.0
2013-3-23,Beijing,82.0,90.0
2013-3-23,Beijing,89.66666666666667,96.0
2013-3-23,Beijing,91.0,94.0
2013-3-23,Beijing,90.66666666666667,86.0
2013-3-23,Beijing,67.33333333333333,71.0
2013-3-23,Beijing,17.666666666666668,18.0
2013-3-23,Beijing,11.333333333333334,15.0
2013-3-23,Beijing,11.333333333333334,11.0
2013-3-23,Beijing,8.666666666666666,12.0
2013-3-23,Beijing,7.333333333333333,8.0
2013-3-23,Beijing,7.333333333333333,5.0
2013-3-23,Beijing,6.333333333333333,9.0
2013-3-24,Beijing,8.666666666666666,10.0
2013-3-24,Beijing,7.333333333333333,9.0
2013-3-24,Beijing,7.333333333333333,11.0
2013-3-24,Beijing,9.0,9.0
2013-3-24,Beijing,10.0,11.0
2013-3-24,Beijing,10.666666666666666,13.0
2013-3-24,Beijing,11.666666666666666,18.0
2013-3-24,Beijing,17.0,18.0
2013-3-24,Beijing,15.333333333333334,11.0
2013-3-24,Beijing,10.666666666666666,12.0
2013-3-24,Beijing,7.0,12.0
2013-3-24,Beijing,12.666666666666666,11.0
2013-3-24,Beijing,10.333333333333334,15.0
2013-3-24,Beijing,8.333333333333334,13.0
2013-3-24,Beijing,9.333333333333334,12.0
2013-3-24,Beijing,10.666666666666666,12.0
2013-3-24,Beijing,15.0,15.0
2013-3-24,Beijing,19.333333333333332,21.0
2013-3-24,Beijing,29.666666666666668,32.0
2013-3-24,Beijing,44.0,50.0
2013-3-24,Beijing,54.0,60.0
2013-3-24,Beijing,54.333333333333336,56.0
2013-3-24,Beijing,54.0,58.0
2013-3-24,Beijing,54.333333333333336,71.0
2013-3-25,Beijing,71.0,91.0
2013-3-25,Beijing,78.66666666666667,88.0
2013-3-25,Beijing,81.33333333333333,90.0
2013-3-25,Beijing,79.33333333333333,74.0
2013-3-25,Beijing,70.33333333333333,86.0
2013-3-25,Beijing,73.66666666666667,103.0
2013-3-25,Beijing,83.66666666666667,119.0
2013-3-25,Beijing,109.33333333333333,121.0
2013-3-25,Beijing,117.33333333333333,137.0
2013-3-25,Beijing,116.66666666666667,126.0
2013-3-25,Beijing,99.66666666666667,112.0
2013-3-25,Beijing,123.33333333333333,137.0
2013-3-25,Beijing,120.66666666666667,129.0
2013-3-25,Beijing,130.66666666666666,137.0
2013-3-25,Beijing,114.33333333333333,123.0
2013-3-25,Beijing,112.66666666666667,115.0
2013-3-25,Beijing,104.33333333333333,117.0
2013-3-25,Beijing,114.33333333333333,135.0
2013-3-25,Beijing,123.0,127.0
2013-3-25,Beijing,97.0,102.0
2013-3-25,Beijing,90.66666666666667,97.0
2013-3-25,Beijing,88.0,98.0
2013-3-26,Beijing,97.33333333333333,110.0
2013-3-26,Beijing,110.0,128.0
2013-3-26,Beijing,126.66666666666667,153.0
2013-3-26,Beijing,148.0,174.0
2013-3-26,Beijing,162.33333333333334,187.0
2013-3-26,Beijing,175.66666666666666,188.0
2013-3-26,Beijing,176.66666666666666,196.0
2013-3-26,Beijing,164.0,196.0
2013-3-26,Beijing,175.33333333333334,205.0
2013-3-26,Beijing,196.33333333333334,217.0
2013-3-26,Beijing,212.66666666666666,229.0
2013-3-26,Beijing,222.66666666666666,240.0
2013-3-26,Beijing,216.66666666666666,231.0
2013-3-26,Beijing,193.33333333333334,211.0
2013-3-26,Beijing,187.33333333333334,210.0
2013-3-26,Beijing,127.66666666666667,210.0
2013-3-26,Beijing,134.66666666666666,223.0
2013-3-26,Beijing,133.66666666666666,220.0
2013-3-26,Beijing,206.66666666666666,223.0
2013-3-26,Beijing,209.66666666666666,234.0
2013-3-26,Beijing,208.33333333333334,231.0
2013-3-26,Beijing,178.0,154.0
2013-3-26,Beijing,132.66666666666666,128.0
2013-3-27,Beijing,121.0,132.0
2013-3-27,Beijing,122.0,134.0
2013-3-27,Beijing,126.33333333333333,135.0
2013-3-27,Beijing,126.33333333333333,134.0
2013-3-27,Beijing,117.33333333333333,139.0
2013-3-27,Beijing,120.0,171.0
2013-3-27,Beijing,169.66666666666666,204.0
2013-3-27,Beijing,190.66666666666666,183.0
2013-3-27,Beijing,178.0,179.0
2013-3-27,Beijing,111.0,192.0
2013-3-27,Beijing,163.66666666666666,194.0
2013-3-27,Beijing,157.66666666666666,156.0
2013-3-27,Beijing,85.66666666666667,84.0
2013-3-27,Beijing,59.0,21.0
2013-3-27,Beijing,18.666666666666668,16.0
2013-3-27,Beijing,12.666666666666666,15.0
2013-3-27,Beijing,12.666666666666666,17.0
2013-3-27,Beijing,10.333333333333334,26.0
2013-3-27,Beijing,10.666666666666666,16.0
2013-3-27,Beijing,13.666666666666666,15.0
2013-3-27,Beijing,10.0,15.0
2013-3-27,Beijing,15.0,16.0
2013-3-27,Beijing,15.0,15.0
2013-3-27,Beijing,12.0,16.0
2013-3-28,Beijing,10.333333333333334,8.0
2013-3-28,Beijing,9.0,8.0
2013-3-28,Beijing,12.333333333333334,7.0
2013-3-28,Beijing,12.333333333333334,8.0
2013-3-28,Beijing,11.0,16.0
2013-3-28,Beijing,20.333333333333332,17.0
2013-3-28,Beijing,15.666666666666666,25.0
2013-3-28,Beijing,14.0,13.0
2013-3-28,Beijing,13.666666666666666,19.0
2013-3-28,Beijing,16.333333333333332,18.0
2013-3-28,Beijing,15.333333333333334,15.0
2013-3-28,Beijing,15.0,21.0
2013-3-28,Beijing,14.0,11.0
2013-3-28,Beijing,13.0,21.0
2013-3-28,Beijing,10.333333333333334,20.0
2013-3-28,Beijing,12.666666666666666,22.0
2013-3-28,Beijing,10.666666666666666,17.0
2013-3-28,Beijing,40.333333333333336,60.0
2013-3-28,Beijing,87.0,97.0
2013-3-28,Beijing,105.66666666666667,120.0
2013-3-28,Beijing,103.33333333333333,111.0
2013-3-28,Beijing,100.0,109.0
2013-3-28,Beijing,97.33333333333333,110.0
2013-3-29,Beijing,99.0,93.0
2013-3-29,Beijing,103.0,103.0
2013-3-29,Beijing,105.0,100.0
2013-3-29,Beijing,97.0,110.0
2013-3-29,Beijing,98.66666666666667,100.0
2013-3-29,Beijing,101.33333333333333,93.0
2013-3-29,Beijing,93.0,97.0
2013-3-29,Beijing,99.0,116.0
2013-3-29,Beijing,113.0,127.0
2013-3-29,Beijing,102.66666666666667,117.0
2013-3-29,Beijing,80.0,90.0
2013-3-29,Beijing,71.33333333333333,78.0
2013-3-29,Beijing,101.33333333333333,119.0
2013-3-29,Beijing,110.0,121.0
2013-3-29,Beijing,103.33333333333333,108.0
2013-3-29,Beijing,87.0,93.0
2013-3-29,Beijing,83.66666666666667,97.0
2013-3-29,Beijing,92.33333333333333,100.0
2013-3-29,Beijing,94.66666666666667,101.0
2013-3-29,Beijing,66.0,75.0
2013-3-29,Beijing,59.333333333333336,58.0
2013-3-29,Beijing,57.333333333333336,66.0
2013-3-30,Beijing,60.666666666666664,72.0
2013-3-30,Beijing,61.666666666666664,75.0
2013-3-30,Beijing,66.0,82.0
2013-3-30,Beijing,72.66666666666667,85.0
2013-3-30,Beijing,73.66666666666667,82.0
2013-3-30,Beijing,73.66666666666667,81.0
2013-3-30,Beijing,72.0,84.0
2013-3-30,Beijing,76.66666666666667,90.0
2013-3-30,Beijing,81.66666666666667,93.0
2013-3-30,Beijing,81.66666666666667,100.0
2013-3-30,Beijing,82.0,122.0
2013-3-30,Beijing,80.33333333333333,90.0
2013-3-30,Beijing,83.66666666666667,97.0
2013-3-30,Beijing,99.0,116.0
2013-3-30,Beijing,96.33333333333333,110.0
2013-3-30,Beijing,88.0,98.0
2013-3-30,Beijing,84.33333333333333,104.0
2013-3-30,Beijing,75.66666666666667,85.0
2013-3-30,Beijing,81.66666666666667,91.0
2013-3-30,Beijing,85.33333333333333,107.0
2013-3-30,Beijing,81.66666666666667,100.0
2013-3-30,Beijing,83.33333333333333,101.0
2013-3-30,Beijing,85.33333333333333,107.0
2013-3-31,Beijing,88.66666666666667,105.0
2013-3-31,Beijing,89.33333333333333,106.0
2013-3-31,Beijing,91.33333333333333,109.0
2013-3-31,Beijing,100.33333333333333,130.0
2013-3-31,Beijing,107.33333333333333,131.0
2013-3-31,Beijing,112.33333333333333,140.0
2013-3-31,Beijing,128.0,141.0
2013-3-31,Beijing,156.0,174.0
2013-3-31,Beijing,161.0,193.0
2013-3-31,Beijing,189.66666666666666,203.0
2013-3-31,Beijing,201.66666666666666,230.0
2013-3-31,Beijing,211.0,227.0
2013-3-31,Beijing,228.0,251.0
2013-3-31,Beijing,234.33333333333334,248.0
2013-3-31,Beijing,231.66666666666666,243.0
2013-3-31,Beijing,235.0,253.0
2013-3-31,Beijing,238.0,258.0
2013-3-31,Beijing,240.0,254.0
2013-3-31,Beijing,229.66666666666666,259.0
2013-3-31,Beijing,233.0,256.0
2013-3-31,Beijing,238.33333333333334,255.0
2013-3-31,Beijing,235.66666666666666,246.0
